,Time_Period,date,rows,MAE,MSE,RMSE,MAPE,R2,completeness,status,status_text
0,2017-01-01,2017-01-01,144,5.247263,33.57017,5.7939773,15.160905,-2.43819654002301,1.0,1,normal
1,2017-01-02,2017-01-02,144,5.373927116394043,39.8817138671875,6.315196990966797,12.81890869140625,0.6879119604487378,1.0,1,normal
2,2017-01-03,2017-01-03,144,1.70135760307312,5.058974266052246,2.249216318130493,4.928602695465088,0.8446101819499057,1.0,1,normal
3,2017-01-04,2017-01-04,144,1.2602628469467163,3.552435874938965,1.8847906589508057,3.7883803844451904,0.9338178642635024,1.0,1,normal
4,2017-01-05,2017-01-05,144,2.0882773399353027,7.307938575744629,2.703320026397705,5.871728420257568,0.7049729594366885,1.0,1,normal
5,2017-01-06,2017-01-06,144,3.5093624591827397,19.961944580078125,4.467879295349121,6.66124963760376,0.8752618417721225,1.0,1,normal
6,2017-01-07,2017-01-07,144,4.671125411987305,28.158536911010746,5.306461811065674,8.364607810974121,-0.0736610885277402,1.0,1,normal
7,2017-01-08,2017-01-08,144,3.0034494400024414,20.54253387451172,4.5323872566223145,6.851800441741943,0.4290061303612923,1.0,1,normal
8,2017-01-09,2017-01-09,144,3.5741703510284424,19.185606002807617,4.3801374435424805,11.097688674926758,0.2967463165926283,1.0,1,normal
9,2017-01-10,2017-01-10,144,3.8022031784057617,29.75174903869629,5.454516410827637,8.737090110778809,0.8283888827398874,1.0,1,normal
10,2017-01-11,2017-01-11,144,4.245111465454102,26.87906646728516,5.184502601623535,9.834965705871582,0.6363653476240743,1.0,1,normal
11,2017-01-12,2017-01-12,144,2.704420328140259,13.461350440979004,3.668971300125122,6.061830520629883,0.7111745540971448,1.0,1,normal
12,2017-01-13,2017-01-13,144,2.68161678314209,10.36153793334961,3.218934297561645,7.473507404327393,0.8212349468374728,1.0,1,normal
13,2017-01-14,2017-01-14,144,4.059972763061523,21.71722984313965,4.66017484664917,11.195674896240234,0.863482542541775,1.0,1,normal
14,2017-01-15,2017-01-15,144,3.433486223220825,17.172807693481445,4.144008636474609,10.501904487609863,0.648854153192426,1.0,1,normal
15,2017-01-16,2017-01-16,144,2.2739920616149902,7.843887329101562,2.800693988800049,7.532015323638916,0.7054659936243619,1.0,1,normal
16,2017-01-17,2017-01-17,144,3.73036527633667,20.901912689208984,4.5718607902526855,11.662734985351562,-0.5070305796186196,1.0,1,normal
17,2017-01-18,2017-01-18,144,3.819488048553467,25.0157470703125,5.001574516296387,13.045698165893556,-0.9760179366590662,1.0,1,normal
18,2017-01-19,2017-01-19,144,5.693620681762695,49.36344909667969,7.025912761688232,15.993499755859377,-0.1029844037304692,1.0,1,normal
19,2017-01-20,2017-01-20,144,3.5447778701782227,19.386449813842773,4.4030046463012695,9.27164363861084,0.780119693417317,1.0,1,normal
20,2017-01-21,2017-01-21,144,2.588841438293457,12.527528762817385,3.5394248962402344,6.913320541381836,0.8561832352108962,1.0,1,normal
21,2017-01-22,2017-01-22,144,2.1165335178375244,7.075950145721436,2.6600658893585205,6.318935871124268,0.9166165095550796,1.0,1,normal
22,2017-01-23,2017-01-23,144,1.218500018119812,2.3498048782348637,1.5329073667526243,4.500744342803955,0.9384551347633656,1.0,1,normal
23,2017-01-24,2017-01-24,144,1.274702072143555,3.1571154594421387,1.776827335357666,3.981541156768799,0.9430520248146936,1.0,1,normal
24,2017-01-25,2017-01-25,144,0.9617445468902588,1.6804311275482178,1.2963144779205322,3.378721237182617,0.9653782197026876,1.0,-1,anomaly
25,2017-01-26,2017-01-26,144,3.422031879425049,18.871591567993164,4.344144344329834,7.244070529937744,0.920037567901926,1.0,1,normal
26,2017-01-27,2017-01-27,144,0.4560285806655884,0.3769813776016235,0.6139881014823914,1.84934663772583,0.9464759129259278,1.0,-1,anomaly
27,2017-01-28,2017-01-28,144,2.421394824981689,16.58121681213379,4.0720038414001465,6.765263557434082,0.8356995189000052,1.0,1,normal
28,2017-01-29,2017-01-29,144,1.9760695695877075,7.096597671508789,2.6639440059661865,6.057564735412598,0.7566876521473378,1.0,1,normal
29,2017-01-30,2017-01-30,144,1.979008197784424,6.276170253753662,2.5052285194396973,5.747391223907471,0.8750761151538115,1.0,1,normal
30,2017-01-31,2017-01-31,134,2.559690475463867,10.27842140197754,3.2059977054595947,5.760806083679199,0.5559346907857623,0.9305555555555556,1,normal
31,2017-02-01,2017-02-01,144,2.914365530014038,17.045644760131836,4.128637313842773,7.616987228393555,0.6978117037581737,1.0,1,normal
32,2017-02-02,2017-02-02,144,8.258061408996582,81.16807556152344,9.009332656860352,15.654304504394531,0.2329848395101139,1.0,1,normal
33,2017-02-03,2017-02-03,144,5.85912561416626,39.37633514404297,6.2750563621521,12.182106018066406,-0.6505010700157892,1.0,1,normal
34,2017-02-04,2017-02-04,144,6.811659812927246,56.26025390625,7.500683784484863,11.852386474609377,0.2570968234770274,1.0,1,normal
35,2017-02-05,2017-02-05,144,6.986924648284912,58.87907028198242,7.673269748687744,11.05155086517334,0.3024986906091874,1.0,1,normal
36,2017-02-06,2017-02-06,144,2.6909327507019043,13.906414031982422,3.729130506515503,7.4816694259643555,0.7071046336009881,1.0,1,normal
37,2017-02-07,2017-02-07,144,7.224791526794434,73.93887329101562,8.598772048950195,15.751483917236328,0.1118777663134987,1.0,1,normal
38,2017-02-08,2017-02-08,144,4.9891438484191895,33.96586608886719,5.828024387359619,10.698616027832031,0.5028343631103828,1.0,1,normal
39,2017-02-09,2017-02-09,144,8.561405181884766,86.23271942138672,9.286157608032228,17.349729537963867,-0.2378759750265229,1.0,1,normal
40,2017-02-10,2017-02-10,144,3.605266094207764,20.04235076904297,4.476868629455566,9.21808624267578,0.6658960283245465,1.0,1,normal
41,2017-02-11,2017-02-11,144,7.069544315338135,55.79077911376953,7.469322681427002,12.941688537597656,-0.678006090088425,1.0,1,normal
42,2017-02-12,2017-02-12,144,4.270910263061523,24.1644287109375,4.9157328605651855,7.157702922821045,0.2068090334613753,1.0,1,normal
43,2017-02-13,2017-02-13,144,6.1570000648498535,53.56081771850586,7.318525791168213,11.957283973693848,0.5773670262937496,1.0,1,normal
44,2017-02-14,2017-02-14,144,8.091975212097168,88.09349060058594,9.38581371307373,17.229965209960938,-0.357977635921715,1.0,1,normal
45,2017-02-15,2017-02-15,144,5.7279372215271,37.35888671875,6.112191677093506,9.318269729614258,0.1030034440478002,1.0,1,normal
46,2017-02-16,2017-02-16,144,3.646744966506958,18.699886322021484,4.324336528778076,6.534369945526123,-0.2279339047964959,1.0,1,normal
47,2017-02-17,2017-02-17,144,5.584321022033691,35.8819580078125,5.990155220031738,11.873841285705566,-1.0788109425029164,1.0,1,normal
48,2017-02-18,2017-02-18,144,3.805868864059448,18.33750534057617,4.282231330871582,11.52281093597412,-0.7807886935263699,1.0,1,normal
49,2017-02-19,2017-02-19,144,3.4133331775665283,20.632652282714844,4.542317867279053,8.386853218078613,0.8712223465358115,1.0,1,normal
50,2017-02-20,2017-02-20,144,4.206400394439697,22.733396530151367,4.767955303192139,8.434489250183105,0.6457877643243607,1.0,1,normal
51,2017-02-21,2017-02-21,144,6.488237380981445,49.75252914428711,7.053547382354736,10.098541259765623,0.5801035877761259,1.0,1,normal
52,2017-02-22,2017-02-22,144,5.911626815795898,45.71091079711914,6.760984420776367,9.61512851715088,0.6679477839510308,1.0,1,normal
53,2017-02-23,2017-02-23,144,1.7294985055923462,4.7578630447387695,2.1812527179718018,5.27730655670166,0.7139687283889302,1.0,1,normal
54,2017-02-24,2017-02-24,144,1.8276362419128416,4.776728630065918,2.185572862625122,5.733432769775391,0.8418069068573436,1.0,1,normal
55,2017-02-25,2017-02-25,144,1.8075555562973025,5.431337356567383,2.3305230140686035,5.58318567276001,0.7265314404791234,1.0,1,normal
56,2017-02-26,2017-02-26,144,1.0638030767440796,2.484696626663208,1.5762920379638672,3.900318145751953,0.8862694367698182,1.0,1,normal
57,2017-02-27,2017-02-27,144,1.7472238540649414,6.240499019622803,2.4980990886688232,5.406156539916992,0.8909986241088501,1.0,1,normal
58,2017-02-28,2017-02-28,144,3.849088907241821,26.962766647338867,5.192568302154541,11.191713333129885,0.3558987107753213,1.0,1,normal
59,2017-03-01,2017-03-01,144,2.4492337703704834,8.33084774017334,2.8863208293914795,7.765801906585693,0.0022327373759918,1.0,1,normal
60,2017-03-02,2017-03-02,144,1.274188995361328,2.9073610305786133,1.7050985097885132,4.129279613494873,0.907371002607126,1.0,1,normal
61,2017-03-03,2017-03-03,144,4.568439960479736,36.86669158935547,6.0717949867248535,8.645697593688965,0.9064992838926668,1.0,1,normal
62,2017-03-04,2017-03-04,144,5.00258731842041,34.045196533203125,5.8348259925842285,8.169391632080078,0.665127723747355,1.0,1,normal
63,2017-03-05,2017-03-05,144,2.241007089614868,9.684422492980955,3.111980438232422,6.63381814956665,0.7892143439129179,1.0,1,normal
64,2017-03-06,2017-03-06,144,2.998379230499268,13.48453140258789,3.672128915786743,8.459368705749512,0.6307359547959315,1.0,1,normal
65,2017-03-07,2017-03-07,144,3.148144245147705,14.70078182220459,3.8341598510742183,9.378559112548828,0.4624055334023876,1.0,1,normal
66,2017-03-08,2017-03-08,144,2.9244067668914795,11.53100299835205,3.395733118057251,6.962750911712647,0.933843235754804,1.0,1,normal
67,2017-03-09,2017-03-09,144,4.679678916931152,29.11423110961914,5.395760536193848,8.932987213134766,0.7468021656654898,1.0,1,normal
68,2017-03-10,2017-03-10,144,1.529277205467224,4.314581394195557,2.077157020568848,3.493518114089966,0.861233565684941,1.0,1,normal
69,2017-03-11,2017-03-11,144,1.0019854307174685,1.808462381362915,1.344790816307068,3.087255477905273,0.8800094792650301,1.0,-1,anomaly
70,2017-03-12,2017-03-12,144,2.256897449493408,9.07429027557373,3.0123562812805176,5.312954425811768,0.9204001309125244,1.0,1,normal
71,2017-03-13,2017-03-13,144,4.85621452331543,31.02542495727539,5.570046901702881,11.899239540100098,0.2791479538444421,1.0,1,normal
72,2017-03-14,2017-03-14,144,3.692215919494629,21.21461677551269,4.605932712554932,9.103001594543455,0.7725802446938834,1.0,1,normal
73,2017-03-15,2017-03-15,144,3.4704174995422363,18.356401443481445,4.28443717956543,5.399314880371094,-0.0907919584787984,1.0,1,normal
74,2017-03-16,2017-03-16,144,4.892970085144043,26.781930923461918,5.175126075744629,8.942292213439941,-11.092013400726216,1.0,1,normal
75,2017-03-17,2017-03-17,144,4.851948261260986,32.38276290893555,5.690585613250732,9.64988136291504,0.1282628991012763,1.0,1,normal
76,2017-03-18,2017-03-18,144,5.417857646942139,34.40717315673828,5.865762710571289,10.892141342163086,0.1780552837101635,1.0,1,normal
77,2017-03-19,2017-03-19,144,3.662691831588745,19.37799835205078,4.402044773101807,9.242863655090332,0.4998473756341763,1.0,1,normal
78,2017-03-20,2017-03-20,144,5.774764060974121,67.68701171875,8.227211952209473,11.682483673095703,0.6806562604533566,1.0,1,normal
79,2017-03-21,2017-03-21,144,4.658289909362793,27.291046142578125,5.224083423614502,9.394723892211914,0.54788184792621,1.0,1,normal
80,2017-03-22,2017-03-22,144,2.335877656936645,8.596693992614746,2.932011842727661,5.099626064300537,0.8538072256604555,1.0,1,normal
81,2017-03-23,2017-03-23,144,3.1979146003723145,19.19199562072754,4.380867004394531,9.295873641967772,0.8038705917194082,1.0,1,normal
82,2017-03-24,2017-03-24,144,3.19040584564209,19.14687156677246,4.37571382522583,8.458002090454102,0.7509560703711942,1.0,1,normal
83,2017-03-25,2017-03-25,144,5.106711864471436,35.1138916015625,5.925697326660156,9.346049308776855,0.7352091113549499,1.0,1,normal
84,2017-03-26,2017-03-26,138,3.631160736083984,17.091968536376953,4.134243488311768,7.569078922271728,0.5988347076318984,0.9583333333333334,1,normal
85,2017-03-27,2017-03-27,144,2.009948253631592,7.461799621582031,2.7316293716430664,4.380957126617432,0.8809572310459598,1.0,1,normal
86,2017-03-28,2017-03-28,144,1.6084731817245483,4.2789387702941895,2.0685596466064453,5.001928329467773,0.8313398173152897,1.0,1,normal
87,2017-03-29,2017-03-29,144,4.724491596221924,34.14810943603516,5.8436384201049805,7.910604953765869,0.7523670276963421,1.0,1,normal
88,2017-03-30,2017-03-30,144,6.733285427093506,53.07209777832031,7.285059928894043,12.151029586791992,0.2823677021961012,1.0,1,normal
89,2017-03-31,2017-03-31,144,1.6367847919464111,4.28218936920166,2.069345235824585,4.577067852020264,0.9075413190746316,1.0,1,normal
90,2017-04-01,2017-04-01,144,2.3570661544799805,8.453277587890625,2.90745210647583,6.547010898590088,0.5581312488633483,1.0,1,normal
91,2017-04-02,2017-04-02,144,1.1053485870361328,1.7955479621887207,1.3399806022644043,3.914241552352905,0.9449197568922384,1.0,1,normal
92,2017-04-03,2017-04-03,144,4.634099960327148,34.02935028076172,5.833467960357666,7.727728843688965,0.890338387867402,1.0,1,normal
93,2017-04-04,2017-04-04,144,3.08329439163208,13.26078987121582,3.641536712646485,5.560344696044922,0.78484958018878,1.0,1,normal
94,2017-04-05,2017-04-05,144,2.709867000579834,12.054361343383787,3.4719390869140625,6.304498672485352,0.0329649081645565,1.0,1,normal
95,2017-04-06,2017-04-06,144,2.81695818901062,12.41966438293457,3.5241544246673584,4.762999534606934,0.6415791025309827,1.0,1,normal
96,2017-04-07,2017-04-07,144,3.899564027786255,19.39853286743164,4.40437650680542,6.574419975280762,-4.346268762219866,1.0,1,normal
97,2017-04-08,2017-04-08,144,4.166279315948486,23.69925117492676,4.86818790435791,7.350683212280273,-0.6328879440582202,1.0,1,normal
98,2017-04-09,2017-04-09,144,4.495138168334961,26.78315544128418,5.175244331359863,7.734098434448242,-2.639323264898373,1.0,1,normal
99,2017-04-10,2017-04-10,144,3.751578330993652,22.278295516967773,4.719988822937012,6.352898597717285,-15.289800329883995,1.0,1,normal
100,2017-04-11,2017-04-11,144,4.644777297973633,28.51972198486328,5.340385913848877,9.651284217834473,0.1984992875072642,1.0,1,normal
101,2017-04-12,2017-04-12,144,2.663909435272217,10.00832462310791,3.1635935306549072,6.852569580078125,0.5002777738153723,1.0,1,normal
102,2017-04-13,2017-04-13,144,1.8774787187576292,5.787435531616211,2.4057090282440186,5.338576316833496,0.8119499213173708,1.0,1,normal
103,2017-04-14,2017-04-14,144,1.7636693716049194,5.290333271026611,2.300072431564331,5.349882125854492,0.7666261805420062,1.0,1,normal
104,2017-04-15,2017-04-15,144,1.2621989250183103,2.757197380065918,1.660481095314026,3.843355178833008,0.9417919857485308,1.0,1,normal
105,2017-04-16,2017-04-16,144,5.587571620941162,51.65160369873047,7.1869049072265625,10.2544527053833,0.8477849604347161,1.0,1,normal
106,2017-04-17,2017-04-17,144,3.3799428939819336,17.062530517578125,4.13068151473999,6.985024452209473,0.6608999233142501,1.0,1,normal
107,2017-04-18,2017-04-18,144,5.02378511428833,39.537139892578125,6.287856578826904,7.766423225402832,0.727695195567342,1.0,1,normal
108,2017-04-19,2017-04-19,144,1.997055530548096,6.77669095993042,2.60320782661438,3.227684259414673,0.8764789882307142,1.0,1,normal
109,2017-04-20,2017-04-20,144,2.7479617595672607,13.62115478515625,3.690684795379639,5.23239803314209,0.6649392107383995,1.0,1,normal
110,2017-04-21,2017-04-21,144,3.6979055404663086,17.62901496887207,4.1986918449401855,6.626517295837402,-3.189119518436057,1.0,1,normal
111,2017-04-22,2017-04-22,144,2.913318634033203,13.172334671020508,3.629371166229248,5.078916072845459,-0.4283550873555735,1.0,1,normal
112,2017-04-23,2017-04-23,144,6.073122978210449,45.1954460144043,6.7227559089660645,12.59461784362793,-0.8068695832007926,1.0,1,normal
113,2017-04-24,2017-04-24,144,4.796870231628418,29.75716209411621,5.455012798309326,11.46873378753662,-0.3932073242845468,1.0,1,normal
114,2017-04-25,2017-04-25,144,3.0276269912719727,12.913728713989258,3.5935676097869877,8.166866302490234,-0.5957850764553843,1.0,1,normal
115,2017-04-26,2017-04-26,144,2.702608108520508,10.999526023864746,3.3165533542633057,7.648716926574707,0.2237291312755875,1.0,1,normal
116,2017-04-27,2017-04-27,143,2.0901317596435547,6.637928485870361,2.5764176845550537,6.474088191986084,0.0332946087542828,0.9930555555555556,1,normal
117,2017-04-28,2017-04-28,144,3.382774829864502,14.302776336669922,3.7819011211395264,6.492427825927734,0.772887705921918,1.0,1,normal
118,2017-04-29,2017-04-29,144,3.356250047683716,15.903401374816896,3.9879069328308105,8.634224891662598,0.6220956938828923,1.0,1,normal
119,2017-04-30,2017-04-30,144,4.038149833679199,21.82953643798828,4.672208786010742,10.41848373413086,0.4505413735753213,1.0,1,normal
120,2017-05-01,2017-05-01,144,3.678853750228882,18.50172615051269,4.301363468170166,9.87425422668457,0.6396333388874235,1.0,1,normal
121,2017-05-02,2017-05-02,144,6.473365783691406,48.32364273071289,6.951520919799805,9.68898868560791,0.7081481497716546,1.0,1,normal
122,2017-05-03,2017-05-03,144,2.968336582183838,15.46258544921875,3.9322493076324463,4.433433532714844,0.7454990890975212,1.0,1,normal
123,2017-05-04,2017-05-04,144,5.29872465133667,38.77031326293945,6.22658109664917,10.73554801940918,0.4721580822142251,1.0,1,normal
124,2017-05-05,2017-05-05,144,4.154269695281982,22.33563995361328,4.726059436798096,10.68256378173828,-0.8816601569304241,1.0,1,normal
125,2017-05-06,2017-05-06,144,2.4069061279296875,9.639766693115234,3.10479736328125,7.860919952392578,0.6620912613246153,1.0,1,normal
126,2017-05-07,2017-05-07,144,4.147768020629883,22.24578857421875,4.716544151306152,10.21876621246338,0.8488519491892986,1.0,1,normal
127,2017-05-08,2017-05-08,144,4.628759384155273,31.43402099609375,5.606605052947998,9.809948921203612,-0.1370574598243308,1.0,1,normal
128,2017-05-09,2017-05-09,144,1.945320725440979,5.892028331756592,2.4273500442504883,5.0616888999938965,0.8220113844603317,1.0,1,normal
129,2017-05-10,2017-05-10,144,2.4007790088653564,8.491927146911621,2.914091110229492,4.748417854309082,0.9048177327525428,1.0,1,normal
130,2017-05-11,2017-05-11,144,3.953571319580078,21.5595703125,4.643228530883789,6.639298915863037,0.5348477420627836,1.0,1,normal
131,2017-05-12,2017-05-12,144,2.3071000576019287,9.331915855407717,3.0548183917999268,4.598180770874023,0.7366655167266076,1.0,1,normal
132,2017-05-13,2017-05-13,144,2.6054155826568604,12.228106498718262,3.496870994567871,6.315383434295654,0.8319905223564409,1.0,1,normal
133,2017-05-14,2017-05-14,144,1.3801699876785278,3.910543203353882,1.9775093793869016,3.571493864059448,0.9667244523537114,1.0,1,normal
134,2017-05-15,2017-05-15,144,3.7479465007781982,20.261323928833008,4.50125789642334,6.029644012451172,0.9029316402118176,1.0,1,normal
135,2017-05-16,2017-05-16,144,2.8112611770629883,12.85982894897461,3.5860602855682373,3.920515298843384,0.7849460739981399,1.0,1,normal
136,2017-05-17,2017-05-17,144,6.06177282333374,52.612117767333984,7.253421306610107,8.431763648986816,0.0885992102612061,1.0,1,normal
137,2017-05-18,2017-05-18,144,3.840937614440918,20.42123794555664,4.518986225128174,7.673386573791504,0.813684590695112,1.0,1,normal
138,2017-05-19,2017-05-19,144,2.3115477561950684,7.94158935546875,2.818082571029663,5.4944281578063965,0.8714233814711619,1.0,1,normal
139,2017-05-20,2017-05-20,144,6.072710037231445,43.29518508911133,6.5799078941345215,8.205851554870605,-0.2867335274099019,1.0,1,normal
140,2017-05-21,2017-05-21,144,4.389856338500977,21.12784576416016,4.596503734588623,5.860419750213623,-0.5047010568924417,1.0,1,normal
141,2017-05-22,2017-05-22,144,7.969533443450928,81.82058715820312,9.045473098754885,15.519505500793455,0.1703804089325522,1.0,1,normal
142,2017-05-23,2017-05-23,144,6.76898193359375,54.37532043457031,7.37396240234375,10.18066120147705,0.4940295976009953,1.0,1,normal
143,2017-05-24,2017-05-24,144,4.450165748596191,26.51833724975586,5.149595737457275,5.978406429290772,-0.1528579154767104,1.0,1,normal
144,2017-05-25,2017-05-25,144,2.5854828357696533,10.531432151794434,3.2452168464660645,4.521210670471191,0.9200731844339916,1.0,1,normal
145,2017-05-26,2017-05-26,144,1.3399386405944824,2.543376207351685,1.594796657562256,3.865776300430298,0.905580849858224,1.0,1,normal
146,2017-05-27,2017-05-27,144,1.991058349609375,9.55965518951416,3.091869115829468,4.063147068023682,0.9557379768370609,1.0,1,normal
147,2017-05-28,2017-05-28,144,1.3530336618423462,2.8172616958618164,1.678470015525818,3.439184188842773,0.9292899067212632,1.0,1,normal
148,2017-05-29,2017-05-29,144,1.6867717504501345,4.075901508331299,2.018886089324951,4.63999605178833,0.8730808262851701,1.0,1,normal
149,2017-05-30,2017-05-30,144,1.294068455696106,2.831831216812134,1.6828045845031738,3.683067798614502,0.932861315044354,1.0,1,normal
150,2017-05-31,2017-05-31,144,4.836267948150635,35.156646728515625,5.929304122924805,7.344159603118896,0.8762210633658513,1.0,1,normal
151,2017-06-01,2017-06-01,144,2.7415833473205566,10.888059616088867,3.299705982208252,3.976053714752197,0.2974898305023881,1.0,1,normal
152,2017-06-02,2017-06-02,144,2.739323377609253,12.5465669631958,3.542113304138184,4.342362880706787,0.8582622798385857,1.0,1,normal
153,2017-06-03,2017-06-03,144,2.136457920074463,6.37628698348999,2.5251309871673584,5.149331092834473,0.8846919252738468,1.0,1,normal
154,2017-06-04,2017-06-04,144,2.378802299499512,10.288630485534668,3.207589626312256,4.997114658355713,0.9226633268180312,1.0,1,normal
155,2017-06-05,2017-06-05,144,1.710394263267517,4.3208088874816895,2.078655481338501,4.219080448150635,0.9172681427009036,1.0,1,normal
156,2017-06-06,2017-06-06,144,1.986100912094116,6.0131683349609375,2.452176332473755,4.751707553863525,0.9280209093301904,1.0,1,normal
157,2017-06-07,2017-06-07,144,3.047968864440918,17.484619140625,4.181461334228516,4.667206287384033,0.967088637385624,1.0,1,normal
158,2017-06-08,2017-06-08,144,5.9423651695251465,46.72224426269531,6.835367202758789,7.5367302894592285,-0.45272323365725,1.0,1,normal
159,2017-06-09,2017-06-09,144,6.428758144378662,66.51653289794922,8.155766487121582,12.457025527954102,0.4712504928016731,1.0,1,normal
160,2017-06-10,2017-06-10,144,5.142070770263672,37.84402847290039,6.151750087738037,8.27347183227539,0.840903227830478,1.0,1,normal
161,2017-06-11,2017-06-11,144,5.613428115844727,39.90272521972656,6.316860198974609,7.151574611663818,-0.502361815595612,1.0,1,normal
162,2017-06-12,2017-06-12,144,3.70143985748291,19.407405853271484,4.405383586883545,5.244086265563965,0.6344768401722096,1.0,1,normal
163,2017-06-13,2017-06-13,144,3.1002209186553955,16.193626403808594,4.024130344390869,4.997133255004883,0.8816777270730273,1.0,1,normal
164,2017-06-14,2017-06-14,144,1.6487572193145752,5.213176250457764,2.283238172531128,3.948708534240722,0.923240179463898,1.0,1,normal
165,2017-06-15,2017-06-15,144,1.9588565826416016,8.26375961303711,2.8746755123138428,4.512540340423584,0.8950808274813359,1.0,1,normal
166,2017-06-16,2017-06-16,144,4.079403400421143,24.90627670288086,4.990618705749512,6.4619622230529785,0.8955736794110292,1.0,1,normal
167,2017-06-17,2017-06-17,144,3.661942720413208,32.84325408935547,5.730903625488281,5.620779991149902,0.9261317099337418,1.0,1,normal
168,2017-06-18,2017-06-18,144,4.898065567016602,34.26875305175781,5.853951930999756,6.407286167144775,-1.2451152581427527,1.0,1,normal
169,2017-06-19,2017-06-19,144,4.581483840942383,28.847286224365234,5.370966911315918,6.407503128051758,0.6175354949232184,1.0,1,normal
170,2017-06-20,2017-06-20,144,4.877875804901123,30.173622131347656,5.493052005767822,6.754770755767822,0.7262085979751516,1.0,1,normal
171,2017-06-21,2017-06-21,144,3.998015403747559,21.036890029907227,4.586598873138428,7.868435859680176,0.8167939320444223,1.0,1,normal
172,2017-06-22,2017-06-22,127,2.317188262939453,9.991544723510742,3.160940408706665,5.340812683105469,0.8615573485588031,0.8819444444444444,1,normal
173,2017-06-23,2017-06-23,144,2.668056011199951,12.764572143554688,3.572754144668579,5.945776462554932,0.91329815582527,1.0,1,normal
174,2017-06-24,2017-06-24,144,4.026317596435547,35.424373626708984,5.95183801651001,6.685841083526611,0.7586301895315298,1.0,1,normal
175,2017-06-25,2017-06-25,144,4.48611307144165,30.101118087768555,5.486448764801025,7.846014976501465,0.3484367334303084,1.0,1,normal
176,2017-06-26,2017-06-26,144,7.201018333435059,80.45069885253906,8.969430923461914,13.21653175354004,0.4419603171493622,1.0,1,normal
177,2017-06-27,2017-06-27,144,5.911127090454102,42.69903945922852,6.534450054168701,11.028478622436523,0.3859318375796329,1.0,1,normal
178,2017-06-28,2017-06-28,144,6.006620407104492,43.12996292114258,6.567340850830078,11.202526092529297,0.6383125197588297,1.0,1,normal
179,2017-06-29,2017-06-29,144,4.184014320373535,24.49856758117676,4.9496026039123535,7.291758060455322,0.5595748529141984,1.0,1,normal
180,2017-06-30,2017-06-30,144,7.180710792541504,67.4174575805664,8.210813522338867,12.520774841308594,-0.6079264734981045,1.0,1,normal
181,2017-07-01,2017-07-01,144,4.213144779205322,32.361785888671875,5.688742160797119,8.090097427368164,0.7883873285911337,1.0,1,normal
